index,title,heading,content,tokens
442,Tracking Tasks and Budgets,Why Tasks?,"Topic: The Importance of Tasks in Project Management
Solution: Breaking down projects into tasks and subtasks can help teams work more efficiently and provide clarity to customers when invoicing for work. Tasks and subtasks can be created in BigTime on the Task Dashboard or Task Editor, with the latter being more convenient for users due to its integration with other BigTime features such as Gantt charts.",78
443,Tracking Tasks and Budgets,"""Task Info, Project Budgets and Dates""","Topic: Task Management in BigTime

Solution: BigTime offers a comprehensive task management system that allows users to add important information to tasks, such as assignments, budgets, and accounting details. Here are some key points to keep in mind when using the task management feature in BigTime:

1. Add general task-related information: When creating a task, users must provide a task name and assign it to a project. They can then add additional information such as due dates and priority type.

2. Create task budgets and determine deadlines: It is important to determine how long it will take to complete a task and how much it will cost. Users can add this information to their tasks in BigTime.

3. Link tasks to QuickBooks: By filling out the required fields, users can have BigTime automatically transfer task-related data to QuickBooks.

Overall, BigTime's task management system provides a streamlined approach to managing tasks and their associated information.",188
444,Tracking Tasks and Budgets,Subtasks,"Topic: Adding Subtasks to Your Tasks
Solution: Breakdown tasks into smaller parts using subtasks on both Task Dashboard and Task Editor.

Adding subtasks to your tasks is a great way to break down a larger task into smaller, more manageable parts. This can help you stay organized and focused on completing each subtask one at a time. 

To add subtasks, you can use both the Task Dashboard and Task Editor. In both places, you will find the option to create subtasks and assign budgets, assignments, and other details to each subtask. 

By utilizing subtasks, you can make your tasks more manageable and increase your productivity. So next time you have a large task to complete, consider breaking it down into smaller subtasks using the Task Dashboard or Task Editor.",158
445,Tracking Tasks and Budgets,Using Tasks in Bigtime,"Topic: Understanding and Managing Tasks in BigTime
Solution: This article provides an overview of how tasks are created and managed within the BigTime system. Tasks are units of work within a project that can be referred to as budget items, phases, work items, engagements, or any other term set in the system's vocabulary settings. Regardless of the terminology used, tasks are essential to workflow in BigTime. By understanding how to create and track tasks, users can gain more control over budgets, allocations, and project deliverables and deadlines.",107
446,Tracking Tasks and Budgets,Creating Tasks and Project Budgets,"Topic: Creating Tasks and Project Budgets
Solution: For most professional firms, there are often a standard set of tasks for a typical project. BigTime supports the ability to copy the entire task list from one project to another, making the creation of an initial project budget extremely easy. Typically, tasks begin from the Project Dashboard as a way to break down the work a client has requested. For a simple project, one with a limited scope and only one or two resources assigned to it, a simple line item might serve your needs. Other more complicated projects might require breaking the work down into deliverables, which might mean a number of tasks or even subtasks underneath certain tasks, each with an estimate that contributes to an overall project budget.",148
447,Tracking Tasks and Budgets,The Task Dashboard and Workflow in Bigtime,"Topic: Task Dashboard and Workflow in Bigtime

Solution: The Task Dashboard and Workflow in Bigtime are essential tools for managing tasks and projects efficiently. The Task Dashboard provides a comprehensive overview of all tasks and their status, allowing users to prioritize and manage their workload effectively. The Workflow feature streamlines the process of assigning tasks, tracking progress, and communicating with team members. By utilizing these tools, users can increase productivity, improve communication, and ensure that projects are completed on time and within budget.",99
448,Tracking Tasks and Budgets,The Task Dashboard Serves as a Project Management Tool,"Topic: The Task Dashboard as a Project Management Tool

Solution: The Task Dashboard is a useful tool for managing tasks and projects within a firm. It allows users to sort and group details by staff member or department, bulk-update task assignments or statuses, view tasks by due date, and filter them by progress level. Administrators have access to all tasks within the system, while other users can only see tasks assigned to them. To fully utilize the task/project management functions of the Task Dashboard, it is essential to establish a workflow for tasks. This involves creating task types to categorize each task and defining each task by a stage, which is a status marker indicating its progress level. By setting up and managing a workflow, users can effectively track and manage tasks and projects using the Task Dashboard.",158
449,Tracking Tasks and Budgets,Tracking Project Budget Status by Tasks,"Topic: Tracking Project Budget Status by Tasks

Solution: The process of tracking project budget status by tasks is an essential part of project management. It involves monitoring the progress of each task and comparing it to the budget allocated for that task. This helps project managers to identify any potential budget overruns and take corrective action before it's too late.

To track project budget status by tasks, project managers should start by creating a detailed project plan that includes all the tasks required to complete the project. They should then assign a budget to each task based on the estimated time and resources required to complete it.

Once the project is underway, project managers should regularly review the progress of each task and compare it to the budget allocated for that task. They should also track any changes to the project scope or timeline that may impact the budget.

If project managers identify any potential budget overruns, they should take immediate action to address the issue. This may involve re-allocating resources, adjusting the project timeline, or reducing the scope of the project.

By tracking project budget status by tasks, project managers can ensure that their projects stay on track and within budget. This helps to minimize the risk of budget overruns and ensures that projects are completed successfully.",245
450,Tracking Tasks and Budgets,Entering Time/Expenses Against Tasks,"Topic: Tracking Time and Expenses Against Tasks
Solution: To track time and expenses against tasks for your projects, adjust your timesheet settings to include a task picklist. This will allow your staff to enter time and expense data against specific tasks, and enable project managers to monitor budget status in real-time. Additionally, you can customize your timesheet and expense entry settings to further tailor the tracking process to your project needs.",84
451,Tracking Tasks and Budgets,Invoicing by Tasks,"Topic: Invoicing by Tasks
Solution: When creating an invoice in BigTime, including tasks is a popular option in the system. You can also include budget status information and time/expense details related to those entries on the print invoice. Additionally, you can customize the invoice PDF output, add billing progress to your print invoice, and customize time/expense details on print invoices.",77
452,Tracking Tasks and Budgets,Reporting on Task Status/Progress,"Topic: Reporting on Task Status/Progress and Budget Status Tracking
Solution: Task-based reports allow managers to keep track of budget status by showing what has been estimated, entered, and billed against each item on a project's task list. Additionally, summary fields are available for subtotaling budget status data in all project reports.",64
453,Tracking Tasks and Budgets,Your Task Workflow Manager,"Topic: How to use the Task Workflow Manager in BigTime
Solution: This article provides step-by-step instructions on how to access and use the Task Workflow Manager in BigTime. It explains how to add and edit task types and task workflow values, and where to find the values you create in BigTime. Additionally, it notes that you can update the lexicon settings in BigTime to accommodate your firm's preferred terminology for units of work.",89
454,Tracking Tasks and Budgets,Access and Use Your Task Workflow Manager,"Topic: Accessing and Using Task Workflow Manager
Solution: To access your Task Workflow Manager, click on ""WORKFLOW...TASK TYPES"" on your navigation bar. Once you have accessed it, your window should resemble the image provided.",47
455,Tracking Tasks and Budgets,"""Add, Edit, and Delete Task Types""","Topic: Task Types in BigTime

Solution: BigTime allows users to add, edit, and delete task types to describe the type of work associated with a task. When adding a new task, users can choose a task type from a picklist. For example, a task called ""write copy for website"" can have a task type of ""editorial."" This feature helps users organize and categorize their tasks more efficiently.",86
456,Tracking Tasks and Budgets,Adding Values,"Topic: Adding a new task type
Solution: To add a new task type, follow these steps:
1. Click on ""ADD TASK TYPE"" located on the top-right corner of your window.
2. A new window will appear where you can type the name of the task type you want to add.
3. Click on ""ADD"" to save your work.
4. The value you added will appear in the gray column.",87
457,Tracking Tasks and Budgets,Editing Values,"Topic: Editing Values
Solution: To edit a value, click on the pencil icon to the left of one of your task types. This will direct you to a new window where you can make edits for that specific value. Edit your task type label into the textbox and click save, located near the bottom right of your window, when you're finished.",71
458,Tracking Tasks and Budgets,Make a Value Inactive or Delete It,"Topic: How to make a value inactive or delete it in BigTime.

Solution: To make a value inactive in BigTime, go to the window where you edit the task type value and check the box next to ""INACTIVE."" This will remove the value from the picklists in BigTime, but the history and data associated with the value will be saved. You can always reactivate an inactive value by returning to the editing window, unchecking the box, and saving your change. If you want to delete a value, click ""DELETE"" near the bottom-right of your window. However, if there is history associated with the value, you cannot delete it. Instead, mark it as inactive. To include inactive values in your Task Workflow Manager window, check the box next to ""SHOW INACTIVE TASK TYPES"" found near the bottom-left of your window. If you really want to remove a value with history associated with it, go through all of your tasks associated with the value and change it to another one.",204
459,Tracking Tasks and Budgets,Edit Your Task Workflow,"Topic: How to customize task workflow in a task management system.

Solution: To customize the task workflow in a task management system, follow these steps: 

1. Add values to your workflow that will appear in a picklist when creating a new task. You can customize the verbiage to describe the workflow for each task type you create.

2. Click on the pencil icon to access the task workflow editor.

3. Edit, delete, and add to the columns, each of which describes a step in the task workflow. Simply type the word or phrase into the textbox for each column.

4. To add more values to a column, click ""Add New Code"" located at the end of each column.

5. Once you have customized each column, except for the last one, click ""Save"" to save your work.",167
460,Tracking Tasks and Budgets,Select Task Type Values and Task Workflow Statuses in Bigtime,"Topic: Selecting Task Type Values and Task Workflow Statuses in BigTime

Solution: To select task type values and task workflow statuses in BigTime, follow these steps:

1. Log in to your BigTime environment.
2. Navigate to the ""Tasks"" tab.
3. Click on the ""Task Types"" sub-tab.
4. Here, you can view and select the task type values that you have created.
5. To select a task type value, simply click on the checkbox next to it.
6. To edit or delete a task type value, click on the corresponding icons.
7. To view the task workflow statuses, click on the ""Workflow Statuses"" sub-tab.
8. Here, you can view and select the task workflow statuses that you have created.
9. To select a task workflow status, simply click on the checkbox next to it.
10. To edit or delete a task workflow status, click on the corresponding icons.

By following these steps, you can easily select and manage your task type values and task workflow statuses in BigTime.",216
461,Tracking Tasks and Budgets,Select Task Type Values,"Topic: Selecting Task Type Values
Solution: When creating a new task or subtask, the TYPE column will appear in the Task Editor. Click on the red triangle located on the textbox under this column to access a picklist of task type values. Choose the value that is most relevant to the task. Additionally, the task type column can be added to the Task Dashboard when adding or editing a task.",82
462,Tracking Tasks and Budgets,Select a Task Workflow Status Value,"Topic: How to select a task workflow status value.

Solution: To indicate the status of a task you have created, follow these steps:

1. Choose ""OVERVIEW/STATUS"" located on the navigation bar within the Task Editor.
2. Click on a task, hyperlinked on the left-side of your window.
3. Click on the red triangle under ""CURRENT STATUS"" and select a value.
4. Click ""SAVE"" to save your work.

Note: You can also add the task workflow status on your Task Dashboard. When you add or edit a task, you can indicate the status by selecting a value under ""INITIAL STATUS.""",130
463,Tracking Tasks and Budgets,Assign Tasks in Bigtime,"Topic: The Importance of Tasks in the BigTime Workflow
Solution: Tasks are an essential part of the BigTime workflow as they make up a project and set a project budget. They benefit both staffers and project managers by allowing staffers to keep track of their work through the Task Dashboard and project managers to keep up-to-date on project statuses for their team. It is important to note that instead of tasks, firms may refer to these units of work as budget items, phases, work items, or engagements, and it is easy to update the lexicon settings in BigTime to make the verbiage firm-relevant. This article will also explain who can assign tasks and where they can be assigned.",140
464,Tracking Tasks and Budgets,Who Can Assign Tasks?,"Topic: How to Assign Tasks in BigTime
Solution: To assign tasks in BigTime, you need to have managerial status and obtain security rights from your system admin. This can be done by going to ""MY COMPANY...USER RIGHTS"" and selecting a user group, then turning on the right ""Act as a task/activity administrator."" When assigning a task, managers can only select from staffers they have managerial rights over. However, if the manager has the user right setting ""View/Manage any Staff Member"" turned on, all staffers in the company will appear in the picklist. To give a staffer management authority over staff departments, go to the staffer's USER RIGHTS tab.",136
465,Tracking Tasks and Budgets,Where Are Tasks Assigned?,"Topic: Task Assignment in BigTime
Solution: There are two locations to assign tasks in BigTime: the Task Dashboard and Project Dashboard using the Task Editor. 

When it comes to assigning tasks in BigTime, there are two options available: the Task Dashboard and Project Dashboard. Both options utilize the Task Editor to assign tasks. 

The Task Dashboard allows for individual task assignment, while the Project Dashboard allows for bulk task assignment. The Task Editor allows for the assignment of task details such as due dates, descriptions, and assignees. 

To assign a task on the Task Dashboard, simply click on the task and select the assignee from the drop-down menu. To assign tasks on the Project Dashboard, select the tasks to be assigned and click on the ""Assign"" button. 

In summary, task assignment in BigTime can be done through the Task Dashboard or Project Dashboard using the Task Editor. The Task Dashboard is best for individual task assignment, while the Project Dashboard is best for bulk task assignment.",201
466,Tracking Tasks and Budgets,Task Dashboard,"Topic: Task Assignment through Task Dashboard
Solution: The article provides instructions on how to assign, edit, remove, or delete tasks through the Task Dashboard.

To assign tasks to one or more staffers, navigate to the ""Workflow...Task Dashboard"" and select either new or existing tasks. Multiple tasks can be assigned to one or more staffers at a given time. Additionally, tasks can be edited, removed, or deleted at any time through the Task Dashboard.",91
467,Tracking Tasks and Budgets,Task Editor,"Topic: The Benefits of Using the Task Editor in BigTime

Solution: The Task Editor in BigTime, located on the Project Dashboard, is a useful tool for adding tasks and subtasks. Similar to the Task Dashboard, you can assign new or existing tasks to one or more staffers with the Task Editor. However, the Task Editor has a distinct advantage in that it allows you to assign tasks and view all task-related details within the same window, without having to navigate through multiple mouse clicks and pop-up windows like you would with the Task Dashboard. 

Whether you use the Task Dashboard or Task Editor, your task assignments and all task details will populate in both locations in BigTime. So if you assign tasks in the Task Editor, they will also appear in the Task Dashboard. Overall, the Task Editor is a more efficient and streamlined way to manage tasks in BigTime.",175
468,Tracking Tasks and Budgets,Editing Tasks,"Topic: Editing and Updating Tasks in BigTime
Solution: BigTime offers various options for editing and updating tasks, including setting restrictions or allowances, adding additional detail, and tracking completion progress. Once tasks have been created, it is recommended to edit them to ensure they are accurate and up-to-date. BigTime provides a user-friendly interface for making these edits, allowing users to easily modify task details and monitor progress. By taking advantage of these editing features, users can ensure that their tasks are properly managed and completed on time.",105
469,Tracking Tasks and Budgets,Viewing and Editing Tasks,"Topic: Viewing and Editing Tasks
Solution: The article provides instructions on how to create and access tasks from the Project Dashboard or the Task Dashboard. It also explains how to view existing tasks from the Task Dashboard and how to open task details for a given project by clicking on the task to bring up the Tasks/Budget Details box.",66
470,Tracking Tasks and Budgets,Editing the General Info Tab for a Task,"Topic: Editing the General Info Tab for a Task
Solution: The General Info Tab for a Task contains important information such as the project, task group, task type, and stage as determined from the Task Workflow Manager. It also allows for assigning staff members to the task and setting the priority level of the task. Additionally, there is an area to add notes to the task which can be included in task reports. Other items that can be edited on this tab include marking a task as non-billable, merging tasks, and creating custom fields on tasks. To access and edit the General Info Tab for a Task, refer to the Task Workflow Manager and follow the steps outlined in ""Setting up and Managing Your Workflow"".",144
471,Tracking Tasks and Budgets,Editing the Budget/Dates Tab for a Task,"Topic: Editing the Budget/Dates Tab for a Task
Solution: The Budget/Dates Tab is where you can specify start dates, due dates, budgets, and task progress by percent complete. It is important to understand how the percent complete field relates to archiving tasks, which can be learned by reading the Archiving Tasks guide. To edit the Budget/Dates Tab for a task, simply navigate to the task and click on the Budget/Dates Tab. From there, you can input the necessary information and track the progress of the task.",109
472,Tracking Tasks and Budgets,Editing the Accounting Tab,"Topic: Editing the Accounting Tab
Solution: To access the Accounting tab in Tasks/Budget Details, you need to establish a connection with your accounting system. Follow the steps in ""Linking Tasks to Your Accounting System"" to get started.",48
473,Tracking Tasks and Budgets,Task Editing Permissions,"Topic: Task Editing Permissions
Solution: System administrators have full editing options for tasks, while other users have restrictions. By default, all users can only edit task status and will receive a notice if they attempt to edit more than that. However, project managers can be granted task administrator privileges to gain more access. To learn more about setting user permissions, refer to Customizing User Access Rights.",78
474,Tracking Tasks and Budgets,Understand Your Task Dashboard,"Topic: Introduction to the Task Dashboard for project management
Solution: The Task Dashboard is a project management system designed to help keep you organized and manage projects effectively. Managers use the Task Dashboard for an at-a-glance view of all tasks and to gauge project progress. Staffers also have access to the dashboard and use it to keep informed of looming deadlines and assignments. To use the Task Dashboard effectively, follow these steps: 
1. Access your Task Dashboard and add tasks
2. Set up workflows
3. Integrate with Zapier. 

Note: Instead of tasks, your firm may refer to these units of work as budget items, phases, work items, or engagements.",137
475,Tracking Tasks and Budgets,Access Your Task Dashboard and Add Tasks,"Topic: Accessing and Adding Tasks to Your Task Dashboard
Solution: To access your Task Dashboard, click on ""WORKFLOW...TASK BOARD."" To add tasks, click on the ""ADD TASK"" button in the top-left corner of your window. A new window will appear where you can add details about the task. To add a recurring task, click on the triangle next to ""ADD TASK"" and select ""ADD RECURRING"" from the picklist. Another window will appear where you can add details about the frequency of the recurring task.",110
476,Tracking Tasks and Budgets,TIP: Use the Task Editor,"Topic: Using the Task Editor in BigTime
Solution: The Task Editor is a convenient way to enter tasks and task-related information in BigTime. Instead of entering tasks one at a time on the Task Dashboard, you can enter all your tasks and information at once with the Task Editor. Clicking on the provided link will provide more information on how to use the Task Editor effectively.",77
477,Tracking Tasks and Budgets,Set Up Workflows,"Topic: Setting up Workflows in Task Dashboard
Solution: The Task Dashboard allows system admins to create project workflows to track task progression from start to finish. Workflows consist of task types and stages. Task types are used to categorize tasks, such as editorial or sales, and can be added to easily track progress under a specific category. Stages are unique status codes that indicate the status of a project, such as in process or not started. To learn how to set up task types and stages, refer to the appropriate resources. If a workflow has not been created, the Task Dashboard will prompt the user to do so on the left side of the dashboard.",133
478,Tracking Tasks and Budgets,Integrate Bigtime With Your Project Management Software,"Topic: Integrating BigTime with Project Management Software
Solution: Use Zapier to automate workflows and push data between BigTime and other apps.

Integrating your BigTime account with outside management systems, like Zapier, can help automate workflows and streamline your project management process. With this integration, you can easily push data from other apps into BigTime, or vice versa. 

To get started, learn more about Zapier integration by visiting their website. By integrating BigTime with project management software, you can save time and increase efficiency in your daily operations.",113
479,Tracking Tasks and Budgets,Customize Your Task Dashboard,"Topic: Customizing Your Task Dashboard
Solution: This article provides instructions on how to tailor your Task Dashboard to display the most relevant information to your firm. The customization options include changing the Task Dashboard view, using the search feature, adding filters, adding and removing columns, and exporting information to a PDF or Excel file. The article also notes that instead of tasks, your firm may refer to these units of work as budget items, phases, work items, or engagements. Click here to learn about the Task Dashboard and how to access it.",108
480,Tracking Tasks and Budgets,Change the Task Dashboard View,"Topic: Changing the Task Dashboard View
Solution: The article explains how to change the Task Dashboard View in three ways: flat view, by project, or by task. It also provides information on how to drill into task details and how permission settings affect what tasks are visible to different users. Additionally, it notes that system admins can use the Task Editor to add and edit tasks.",76
481,Tracking Tasks and Budgets,Use the Search Feature,"Topic: How to use the search feature in BigTime to find tasks efficiently.

Solution: Instead of scrolling through all of your tasks, use the search feature in BigTime by clicking on the magnifying glass icon. Type in what you are looking for in the text box and BigTime will generate the results for you. This will save you time and make it easier to find specific tasks.",78
482,Tracking Tasks and Budgets,Add and Remove Columns,"Topic: Adding and Removing Columns in a Task List
Solution: To add or remove columns in a task list, follow these steps:
1. Click on the gear icon located in the task list.
2. A picklist will appear. Click on the intersecting arrows to re-arrange the columns as desired.
3. To add columns, scroll past the ""Selected Fields"" section and check the boxes next to the respective category. Then, click ""Add"" to add your selections to your project list.
4. To remove existing columns, uncheck the boxes under ""Selected Fields."" Then, click ""Save"" to save your changes.",130
483,Tracking Tasks and Budgets,Export Information,"Topic: Exporting Project Information

Solution: To export project information as a PDF or Excel file, click on the EXPORT button. Additionally, the Task Dashboard offers filtering and customization options such as creating custom fields on tasks, due dates and task assignments, and filtering/sorting and grouping tasks. To learn more about these options, refer to the articles provided on the Task Dashboard.",75
484,Tracking Tasks and Budgets,Use the Task Dashboard Toolbar and Sidebar,"Topic: Using the Task Dashboard to Stay Organized and Informed
Solution: The Task Dashboard provides practical information to help make business decisions. To access it, use the toolbar and sidebar. Note that different firms may refer to tasks as budget items, phases, work items, or engagements. Click the provided link to learn more about accessing the Task Dashboard.",71
485,Tracking Tasks and Budgets,Task Dashboard Toolbar,"Topic: Task Dashboard Toolbar Views

Solution: The Task Dashboard Toolbar provides different views to see the task statuses. These views include Summary by due date, Summary by last modified date, and Summary by status. To access these options, click on the red triangle above the circles near the top of the Task Dashboard toolbar. When you change views, the information displayed within the circles changes accordingly. The article promises to explain each view in detail next.",88
486,Tracking Tasks and Budgets,Summary by Due Date,"Topic: Using BigTime to track tasks by due date
Solution: BigTime provides a view that shows the total number of tasks that are overdue, as well as tasks that are due today, this week, and this month. You can click on a circle to see the tasks that fall under that category. The toolbar is refreshed with new data and you can click on a task to get more details.",81
487,Tracking Tasks and Budgets,Summary by Last Modified Date,"Topic: Using the ""Summary by Last Modified Date"" view in BigTime to track task progress. 

Solution: The ""Summary by Last Modified Date"" view in BigTime allows users to see which tasks have been modified within a specific day range. By clicking on the circle corresponding to a particular day range, users can view the task and determine which tasks are being worked on and which ones are not. This feature can be used to track task progress and ensure that all tasks are being completed in a timely manner.",103
488,Tracking Tasks and Budgets,Summary by Status,"Topic: Benefits of using the ""Summary by Status"" view in BigTime for project management.

Solution: The ""Summary by Status"" view in BigTime provides project managers with a clear understanding of which tasks are ""in process"" and which tasks are ""complete"". By clicking on the circle indicating the number of tasks that haven't been started, project managers can generate a list of outstanding tasks that need to be completed. This information can help project managers make important business decisions, such as hiring additional staff to ensure that outstanding tasks are completed on time. Overall, the ""Summary by Status"" view is a helpful tool for project managers to stay on top of deadlines and ensure that projects are completed efficiently.",140
489,Tracking Tasks and Budgets,Task Dashboard Sidebar,"Topic: Using the Task Dashboard Sidebar to Manage Tasks
Solution: The Task Dashboard Sidebar provides a way to generate high and granular-level details about tasks. To use it, simply click on the gray sidebar on the Task Dashboard. From there, you can sort tasks by four categories: Types, Stages, Due date, or Assignment. Click on the white triangle next to a category to reveal several options that will generate beneath it. Some of these options will be explained in more detail below.",99
490,Tracking Tasks and Budgets,Due Date,"Topic: Using the Due Date feature in BigTime
Solution: To view tasks due within a specific time frame, click on the triangle next to ""Due Date"" and select from the options: overdue, today, this week, or this month. This will provide general information about your tasks and their statuses. To see which tasks are due within a specific month, click on ""This Month"" and BigTime will generate the results in the window next to the sidebar. The circles on the toolbar will also be updated to reflect the changes.",108
491,Tracking Tasks and Budgets,Assignment,"Topic: Using BigTime to Manage Assignments, Types, and Stages
Solution: To manage assignments in BigTime, click on the triangle next to ""Assignment"" to see a list of staffers and their assigned tasks. Click on a staffer's name to see their specific tasks. You can also apply multiple selections at once by selecting staffers and categories from the sidebar. To manage types and stages, click on the white triangle next to the category and select the desired option(s). You can also edit or add to these categories by clicking ""Edit"".",110
492,Tracking Tasks and Budgets,Create Tasks on the Task Dashboard,"Topic: How to create and add details to tasks in BigTime
Solution: Most BigTime users rely on tasks to stay within budget and meet project deadlines. To create tasks, use the Task Dashboard or Task Editor in the Project Dashboard. You can add task-related details like budgets, due dates, and assignments. If your firm refers to tasks as something else, you can easily update the lexicon settings in BigTime to accommodate your needs. In this article, we will explain how to create tasks on the Task Dashboard and add details for each task.",111
493,Tracking Tasks and Budgets,Create a Task,"Topic: Creating and Managing Tasks in BigTime

Solution: To create a task in BigTime, follow these steps:

1. Click on WORKFLOW...TASK BOARD.
2. Click on ADD TASK near the top-left corner of your window.
3. Add task details in the new window that pops up. The task needs a task name and it must be assigned to a project.
4. Click ADD to add your task to your Task Dashboard. If you click on the WHITE TRIANGLE next to ADD when you create your task, you'll notice you've got several more options. Here's a brief summary of each option:
   - Add: add the task you created to your Task Dashboard.
   - Add+New: add the task you created to your Task Dashboard and open a new window to create a new task.
   - Add+Copy: add the task you created to your Task Dashboard, and copy these task details and create another task.
   - Add+Edit: add the task you created to your Task Dashboard and edit the details of this task. A new window pops up where you can add information, like expense budgets and task notes.

To add multiple tasks, get to your Task Editor for a specific project. Type the name of the task in the cell under TASK. Another cell will automatically appear once you begin typing. You can add as many tasks as you'd like. Note: This is also where you can add subtasks. Just click on the row of dots.

Click SAVE to save your work. You can also flip the AUTO-SAVE switch to ON to have BigTime automatically save your changes. Another way to add a task is to click the blue ADD TASK button at the top of your Task Editor window.",351
494,Tracking Tasks and Budgets,Add and/or Edit Task Details,"Topic: Adding and Editing Task Details
Solution: To add or edit task details, follow these steps:
1. Go to your Task Dashboard from the navigation bar.
2. Click on one of the tasks hyperlinked on your Task Dashboard.
3. A new window will pop up with three tabs where you can add more information about the task you created.
4. Walk through each tab to add or edit task details such as start and end dates and expense budgets.
Note: If you don't have an integration with an accounting system configured, you'll only see two tabs. Additionally, you can also add and edit task details using the Task Editor.",130
495,Tracking Tasks and Budgets,General Info,"Topic: How to Edit and Add Information to a Task in the System

Solution: To edit and add information to a task in the system, follow these steps:

1. Go to the ""General Info"" tab of the task.
2. Edit the details and/or add information to fields that were previously left blank.
3. Add notes about the task by typing in the large textbox.
4. Determine the task's priority: low, medium, or high.
5. Enable time/expense entry by selecting one of the following options:
   - Fee and expense: both time and expenses can be tracked to the task.
   - Fee only: only time can be logged to the task.
   - Expense only: only expenses can be logged to the task.
6. Indicate if the hours and expenses logged against the task are non-billable by clicking the dialog box under ""Notes"".
7. Add a custom field that will provide additional information about the task, like a website or note.
8. Remember to save your information by clicking ""SAVE"".",213
496,Tracking Tasks and Budgets,Budget/Dates,"Topic: Adding task start and end dates, as well as hour and expense budgets in BigTime.

Solution: To add task start and end dates, as well as hour and expense budgets in BigTime, click on the ""BUDGET/DATES"" tab. For more information on creating project budgets, visit the Task Dashboard in BigTime.",69
497,Tracking Tasks and Budgets,Accounting,"Topic: Accounting Integration with QuickBooks
Solution: Link tasks in BigTime to QuickBooks classes to automatically apply default classes to time, expenses, and invoices.

If you have enabled an accounting system integration, you will see the ""Accounting"" tab in BigTime. This tab allows you to link tasks to QuickBooks. The picklist that appears under ""DEFAULT CLASS"" is managed in QuickBooks and is used for grouping, particularly if a company has multiple locations.

To link tasks in BigTime to QuickBooks classes, simply select the appropriate class from the picklist. When staffers post time, expenses, and/or invoices, BigTime will automatically apply the default class to those items. This integration can save time and ensure consistency in accounting practices across multiple locations.",153
498,Tracking Tasks and Budgets,Where To See Task Details,"Topic: Where to view task details on Task Dashboard
Solution: The task details that are added will appear on the Task Dashboard. Users can adjust their dashboard by adding or removing columns to display the most relevant information. The dashboard provides a quick overview of the project, task status, start and due dates, and assignment.",64
499,Tracking Tasks and Budgets,Assign Tasks on the Task Dashboard,"Topic: How to Assign Tasks in BigTime
Solution: The Task Dashboard and Task Editor are two ways to assign tasks in BigTime. To assign tasks on the Task Dashboard, follow these steps: 

1. Click on the ""Task Dashboard"" tab in BigTime.
2. Click on the ""+"" button to create a new task.
3. Enter the task name and select the appropriate project and budget item (or other relevant unit of work).
4. Assign the task to a team member and set the due date.
5. Add any additional details or notes in the description field.
6. Click ""Save"" to assign the task.

Note: If your firm uses different terminology for tasks, you can easily update the lexicon settings in BigTime to reflect your preferred language.",157
500,Tracking Tasks and Budgets,How To Assign Tasks on the Task Dashboard,"Topic: How to Assign Tasks on the Task Dashboard
Solution: The Task Dashboard provides several options for assigning tasks, including assigning new tasks, existing tasks, and multiple tasks to one or more staffers. 

When using the Task Dashboard, there are three options for assigning tasks to staffers. The first option is to assign new tasks to one or more staffers. This is useful when creating a new task that needs to be completed by a specific person or team. The second option is to assign existing tasks to one or more staffers. This is helpful when a task has already been created but needs to be reassigned to a different person or team. The third option is to assign multiple tasks to one or more staffers. This is useful when there are several tasks that need to be completed by the same person or team.

To assign a new task, simply click on the ""New Task"" button and fill out the necessary information, including the task name, description, due date, and assignee(s). To assign an existing task, click on the task and select the ""Assign"" option. From there, you can choose the new assignee(s) for the task. To assign multiple tasks, select the tasks you want to assign and click on the ""Assign"" button. From there, you can choose the assignee(s) for all of the selected tasks.

By utilizing these options on the Task Dashboard, you can easily assign tasks to the appropriate staffers and ensure that all tasks are completed efficiently and effectively.",301
501,Tracking Tasks and Budgets,Assign a Single New Task,"Topic: How to assign a new task to one or more staffers.

Solution: To assign a new task to one or more staffers, follow these steps:

1. Click on ""WORKFLOW...TASK BOARD"" from the navigation menu.
2. Click on ""ADD TASK,"" located near the top-left corner of your Task Dashboard. This will cause a new window to pop up.
3. Find the ""ASSIGNED TO"" field on the new pop-up window, and click on the gray arrow. A picklist with your staffers' names will populate. Click the box next to the name of each staffer who you want to be assigned to the task.
4. Click ""ADD"" to add the task and assign it to your staffers.",148
502,Tracking Tasks and Budgets,Assign Existing Tasks,"Topic: How to assign existing tasks in Task Dashboard
Solution: To assign existing tasks in Task Dashboard, follow the steps below:
1. Click on one of the tasks located under the ""TASK"" column on the Task Dashboard. This will cause a new window to pop up.
2. Find the ""ASSIGNED TO"" field on the new pop-up window and click on the gray arrow. A picklist with your staffers' names will populate. Click the box next to the name of each staffer who you want to be assigned to the task.
3. Click ""SAVE"" to save your work.",121
503,Tracking Tasks and Budgets,Handle Multiple Task Details at Once,"Topic: How to handle multiple task details at once using the Bulk Actions feature on the Task Dashboard.

Solution: The Bulk Actions feature on the Task Dashboard allows you to apply multiple actions to tasks at once. For example, you can re-assign several tasks or remove several task assignments all at one time. To activate the Bulk Actions feature, you need to check at least one checkbox next to a task on your Task Dashboard. The remainder of the article will explain the functions available within the Bulk Actions feature.",101
